Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Référence de commande;Telephone;Type;Type d'intervention;Volume
LOT KHALID Nø 470 SYZ SIDI YAHIA ZAERS Sidi yahya zaer;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;12:27;M2T;098944;33.82743;-6.90441;+212645290039;SAHATEL SIDI YAHIA ZAERS;BARID CASH;79265-H-6;1;DM220497837;+212645290039;;;0
LOT EL AAMARI NR 01 AIN ROUZ SKHIRAT Skhirate;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;13:21;M2T;700460;33.851152;-7.038664;+212697743228;SKHIRAT;CASH PLUS;79265-H-6;1;DM220497837;+212697743228;;;0
PROMOSITE 2 N18 RUE NATIONAL N1 AIN ATIG Ain atiq;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;14:04;M2T;701407;33.889156;-6.970589;+212661837908;AIN ATIG CENTRE;CASH PLUS;79265-H-6;1;DM220497837;+212661837908;;;0
RESIDENCE ENNASR IMM 62 LOCAL N°227 Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;14:37;M2T;702168;33.895892;-6.930864;+212667070123;HAY ENNACER ELIMARAT;CASH PLUS;79265-H-6;1;DM220497837;+212667070123;;;0
Immeuble Nø 211ÿ, Lotÿ, Renaissance (213) Al Mansour Adahbi 12016 TEMARA Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;14:46;M2T;083735;33.902397;-6.922418;+212702003120;BC TEMARA FOUARATE;BARID CASH;79265-H-6;1;DM220497837;+212702003120;;;0
79 LOT ALWIFAQ Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;14:56;M2T;701728;33.912762;-6.914363;+212630597936;TRIK 51 TMRAA;CASH PLUS;79265-H-6;1;DM220497837;+212630597936;;;0
24500 Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;15:01;M2T;700751;33.916564;-6.9117;+212662788549;RACHAMED;CASH PLUS;79265-H-6;1;DM220497837;+212662788549;;;0
Hay Maghrib Laarabi Lot 3881 Masira 2 Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;15:21;M2T;700168;33.920196;-6.889977;+212677931416;TEMARA MASSIRA II;CASH PLUS;79265-H-6;1;DM220497837;+212677931416;;;0
3461 RUE MELILIA MASSIRA 2 TEMARA Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;15:26;M2T;097810;33.921422;-6.889395;+212610781622;PAM CASH TEMARA MASSIRA 2;BARID CASH;79265-H-6;1;DM220497837;+212610781622;;;0
HAY MAGHRIB ARABI N°1562 Témara;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;15:33;M2T;701660;33.925802;-6.894308;+212653656230;MILANO TEMARA;CASH PLUS;79265-H-6;1;DM220497837;+212653656230;;;0
Nø 895 GUICH OUDAYA RYAD 10023 RABAT Rabat;Lahcen HARTAL ;;;;;10:00-19:00;;18/04/2022;5;;15:44;M2T;083653;33.9390468;-6.8855493;+212602314910;BCÿRABAT GUICH OUDAYA;BARID CASH;79265-H-6;1;DM220497837;+212602314910;;;0
CENTRE HAD TEROUAL Teroual;Mohamed Moutaouif;;;;;10:00-19:00;;18/04/2022;5;;11:11;M2T;702278;34.676192;-5.268315;+212617288800;HAD TEROUAL;CASH PLUS;23636-E-6;1;DM220497837;+212617288800;;;0
DR TIMEZGANA RHAFSAI Rhafsai;Mohamed Moutaouif;;;;;10:00-19:00;;18/04/2022;5;;13:34;M2T;701697;34.58079;-4.741845;+212640285029;DR TIMEZGANA;CASH PLUS;23636-E-6;1;DM220497837;+212640285029;;;0
GROUPE 8 QUARTIER MUNICIPAL 14003 KENITRA Kénitra;Abdessamad Hmine;;;;;10:00-19:00;;18/04/2022;5;;12:34;M2T;083951;34.42247;-6.09487;+212700087048;BC KENITRA NOUVELLE MEDINA;BARID CASH;82878-H-6;1;DM220497837;+212700087048;;;0
HAY OULED ZIDE GARAGE N 3 Sidi slimane;Abdessamad Hmine;;;;;10:00-19:00;;18/04/2022;5;;16:24;M2T;701086;34.268961;-5.936554;+212673931845;OULED ZIDE;CASH PLUS;82878-H-6;1;DM220497837;+212673931845;;;0
Avenue Mohamed V Hay Jdid 16006 SIDI-KACEM Sidi kacem;Abdessamad Hmine;;;;;10:00-19:00;;18/04/2022;5;;17:24;M2T;083985;34.30374;-6.30243;+212700087066;BC SIDI KACEM;BARID CASH;82878-H-6;1;DM220497837;+212700087066;;;0
QUARTIER BENDIBANE AVENUE ALWARRDA RUE 23 N 33 Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;701325;35.75311;-5.82036;+212665738264;EL OUARDA BENDIBAN;CASH PLUS;95100 - H - 6;1;DM220497837;+212665738264;;;0
AL BARAKA 1 IMM N 1 RDC APPT N 1 Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;11:08;M2T;700887;35.73261;-5.81513;+212641334795;DOHA AL BARRAKA;CASH PLUS;95100 - H - 6;1;DM220497837;+212641334795;;;0
EL MERS Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;11:16;M2T;700884;35.7357;-5.8196;+212539368123;El Mers;CASH PLUS;95100 - H - 6;1;DM220497837;+212539368123;;;0
HAY EL MARS BOULEVARD ACHNAD Nø1 TANGER Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;11:25;M2T;097830;35.740505;-5.828331;+212663845500;AM TANGER ACHNAD;BARID CASH;95100 - H - 6;1;DM220497837;+212663845500;;;0
LOCAL 1797 BIR CHIFA 2 Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;11:32;M2T;701556;35.742895;-5.825797;+212610919013;BIR CHIFA 2;CASH PLUS;95100 - H - 6;1;DM220497837;+212610919013;;;0
AVENUE EL OUAD RUE 147 N 3 Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;11:39;M2T;701573;35.744222;-5.830193;+212539382433;TRIK AHLLAN EL OUAD;CASH PLUS;95100 - H - 6;1;DM220497837;+212539382433;;;0
22 COMPLEXE ADDOHA EL WAFAE 20 D LOTISSEMENT OUSRA NUMRO 3 BIS Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;12:12;M2T;098939;35.749352;-5.84722;+212645290039;SAHATEL TANGER ADDOHA EL WAFAE;BARID CASH;95100 - H - 6;1;DM220497837;+212645290039;;;0
HAY EL HASSANI RUE A N 53 AAZIB HAJ KADOUR Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;12:19;M2T;701440;35.74644;-5.85031;+212690531573;HAY HASSANI TANGER;CASH PLUS;95100 - H - 6;1;DM220497837;+212690531573;;;0
Bd Mohamed VI Hay Al Mojmaa Groupe Al Hassani Imm Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;12:33;M2T;701975;35.73696;-5.8551;+212539310071;ALHASSANI;CASH PLUS;95100 - H - 6;1;DM220497837;+212539310071;;;0
4160 Quart Gzenaya 1 B Gzenaya 90102 TANGER ASSILAH Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;12:57;M2T;083994;35.70751;-5.90617;+212700087057;BC TANGER GZENAYA;BARID CASH;95100 - H - 6;1;DM220497837;+212700087057;;;0
guzenaia Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;13:02;M2T;701731;35.707062;-5.905188;+212539352638;Gzenaya Tanger;CASH PLUS;95100 - H - 6;1;DM220497837;+212539352638;;;0
complex irfan 2 zyatinezyatine 2 Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;13:23;M2T;701760;35.73746;-5.88735;+212661153882;ZYATINE 2;CASH PLUS;95100 - H - 6;1;DM220497837;+212661153882;;;0
COMPLEX IRFAN GROUP 5 IMM 4 BAB ANDALOUS Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;13:30;M2T;701600;35.73837;-5.88487;+212661153882;IRFAN 1;CASH PLUS;95100 - H - 6;1;DM220497837;+212661153882;;;0
complex al irfane 1 MGS gh35a IMB 347TANGER Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;13:39;M2T;700002;35.73244;-5.88242;+212661153882;TANBOUKHALEF;CASH PLUS;95100 - H - 6;1;DM220497837;+212661153882;;;0
QUARTIER MESSNANA SOUK RUE SOUSSI N 2 Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;14:01;M2T;701485;35.754978;-5.858403;+212671895019;SOUK MESSNANA;CASH PLUS;95100 - H - 6;1;DM220497837;+212671895019;;;0
Aq Rahrah Lot 187 Etg Rdc Apt G Tanger Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;14:13;M2T;002220;35.76365;-5.86125;+212656312492;Chaabi Cash Chioua Services;M2T;95100 - H - 6;1;DM220497837;+212656312492;;;0
Route Rahrah Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;14:24;M2T;701446;35.75644;-5.85256;+212539311579;Route Rahrah;CASH PLUS;95100 - H - 6;1;DM220497837;+212539311579;;;0
adresse hay tadamon kitaa fadila n 01 tangerkherba Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;14:34;M2T;701849;35.75438;-5.84537;+212691448056;KHERBA TANGER;CASH PLUS;95100 - H - 6;1;DM220497837;+212691448056;;;0
Avenue Moulay Rachid local Nø 4 TANGER Tanger;Ahmed El Bouchikhi;;;;;10:00-19:00;;18/04/2022;5;;15:17;M2T;083995;35.772123;-5.83003;+212700087099;BC TANGER VAL FLEURI;BARID CASH;95100 - H - 6;1;DM220497837;+212700087099;;;0
avenue molay youssef ibntachafine kaissariyat bahe Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;10:12;M2T;701700;35.77662;-5.80243;+212539321518;nejma tanger;CASH PLUS;94672 H 6;1;DM220497837;+212539321518;;;0
102 bd plage oualidia tanger balia Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;10:43;M2T;701800;35.76457;-5.7671;+212618033707;Tanger balia Souk lkorb;CASH PLUS;94672 H 6;1;DM220497837;+212618033707;;;0
AV mohammed 6 RESID la tulibe plage bloc d n 158 t Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;10:58;M2T;701043;35.76138;-5.76035;+212662413693;TANJA BALIA MED 6;CASH PLUS;94672 H 6;1;DM220497837;+212662413693;;;0
BNI WASSINE Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;13:47;M2T;701471;35.72235;-5.73107;+212665811952;Bni ouassine;CASH PLUS;94672 H 6;1;DM220497837;+212665811952;;;0
101 QUA MGHOGHA KBIRA 1 TR CQ LOT 101 90000 TANGER Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;14:05;M2T;098357;35.74365;-5.77826;+212618837377;ID TANGER M'GHOUGHA;BARID CASH;94672 H 6;1;DM220497837;+212618837377;;;0
ROUTE DE TETOUAN COMPLEXE IBN BATTOTA N 13 Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;14:30;M2T;701230;35.7569;-5.79145;+212664058805;TANGER HAWMATECHOUK;CASH PLUS;94672 H 6;1;DM220497837;+212664058805;;;0
87 av principale hay benkiran Benkiran Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;14:37;M2T;701609;35.76022;-5.7886;+212666987773;HAOUMATCHOUK PRINCIPAL;CASH PLUS;94672 H 6;1;DM220497837;+212666987773;;;0
N° 38 LOTISSEMENT DOHA ROUTE PRINCIPALE Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;14:44;M2T;701896;35.759431;-5.793235;+212539353765;TANPLAZATORO;CASH PLUS;94672 H 6;1;DM220497837;+212539353765;;;0
YACOUB EL MANSOUR N 12 CHARF Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;15:07;M2T;701603;35.76651;-5.79464;+212667279433;Charf Tanger;CASH PLUS;94672 H 6;1;DM220497837;+212667279433;;;0
28 Rue 7 Hachub 3 L Hachub 3 Lt 129 Tanger Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;15:24;M2T;002204;35.75918;-5.7937;+212661334966;Tasshilat Benamier;M2T;94672 H 6;1;DM220497837;+212661334966;;;0
avenue tarik ibn ziyad n 73 drissia drissia Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;15:45;M2T;701039;35.75918;-5.80184;+212664058805;Drissia Tanger;CASH PLUS;94672 H 6;1;DM220497837;+212664058805;;;0
N°2 & N° 3 BD FES Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;16:45;M2T;702214;35.77496;-5.81394;+212669911494;AV FES;CASH PLUS;94672 H 6;1;DM220497837;+212669911494;;;0
Bd Sidi mohamed Ben abdellah N? 61 Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;17:07;M2T;701346;35.77546;-5.81833;+212539373466;PARIS;CASH PLUS;94672 H 6;1;DM220497837;+212539373466;;;0
HAY IBN BATOUTA N 57 TANGER Tanger;Ismail Hamjan;;;;;10:00-19:00;;18/04/2022;5;;17:18;M2T;002239;35.767752;-5.82689;+212669141542;Chaabi Cash Batouta Cash;M2T;94672 H 6;1;DM220497837;+212669141542;;;0
