Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Référence de commande;Telephone;Type;Type d'intervention;Volume;rejection
SIDI ZIANE , EL FATH RUE B1 Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;10:41;M2T;700720;34.6934341;-1.8732437;+212661147670;OUJDA DHAR LAMHALLA;CASH PLUS;10539-A-73;1;DM220497837;+212661147670;;;0;date de depart non conforme
125 LOT TALHAOUI RTE EL AOUINIA Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;10:51;M2T;702249;34.694468;-1.881525;+212628423315;OUJDA AOUNIA COLAIMO;CASH PLUS;10539-A-73;1;DM220497837;+212628423315;;;0;date de depart non conforme
HAY NASR TRIK MAGHNIYA N 293Trik maghniya Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;11:11;M2T;701783;34.711696;-1.888065;+212707078572;HAY NASR;CASH PLUS;10539-A-73;1;DM220497837;+212707078572;;;0;date de depart non conforme
LOT TAOUFIQ RTE D'ALGÉRIE LOT N 87 Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;11:18;M2T;701966;34.704467;-1.895771;+212661833242;Route d'Algérie;CASH PLUS;10539-A-73;1;DM220497837;+212661833242;;;0;date de depart non conforme
1 RUE ALAARAR LOTS LAALEJ HAY EL HASSANI (M) Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;11:35;M2T;701582;34.7071473;-1.9115562;+212661833242;KOULOUJ HAY EL HASSANI;CASH PLUS;10539-A-73;1;DM220497837;+212661833242;;;0;date de depart non conforme
96,Bd Ahfir,Hay El Mohammadi Oujda Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;11:45;M2T;701870;34.70099;-1.91201;+212661688033;OUJVLGTOUBA;CASH PLUS;10539-A-73;1;DM220497837;+212661688033;;;0;date de depart non conforme
Rue Tananarive bloc tour oujda 1 Oujda;Hicham Lmbarki;;;;;09:00-17:00;;18/04/2022;5;;11:53;;;34.6925978;-1.9087849;+212603902931;AMINE AIT ALI, Oumaima Bouzekri;;10539-A-73;1;;+212603902931;;;0;Hub n'est pas egale a M2T
route boudir residence dalal 149 Oujda;Hicham Lmbarki;;;;;09:00-17:00;;18/04/2022;5;;12:00;;;34.6889911;-1.908227;+212641376772;SHINYSHOP, bchkitou souad;;10539-A-73;1;;+212641376772;;;0;Hub n'est pas egale a M2T
70 Bd Ahfir Bd Ahfir Oujda Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;12:10;M2T;005010;34.69161;-1.91791;+212661979801;Chaabi Cash Tobaecho;M2T;10539-A-73;1;DM220497837;+212661979801;;;0;date de depart non conforme
Hay si lakhdar b60 n45 Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;12:27;M2T;700252;34.686336;-1.936467;+212601514743;Mosquée Quraafi si lakhdar;CASH PLUS;10539-A-73;1;DM220497837;+212601514743;;;0;date de depart non conforme
QUARTIER SI LAKHDER,B30 ROUTE TAZA Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;12:37;M2T;700415;34.680416;-1.934089;+212536514980;OUJSILAKHDER;CASH PLUS;10539-A-73;1;DM220497837;+212536514980;;;0;date de depart non conforme
ROUTE TAZA, Nø 7, QU. EL OUAHDA OUJDA Oujda;Hicham Lmbarki;;;;;10:00-19:00;;18/04/2022;5;;12:42;M2T;098521;34.680275;-1.933971;+212646000120;GC OUJDA RTE TAZA;BARID CASH;10539-A-73;1;DM220497837;+212646000120;;;0;date de depart non conforme
26 R Hassan B Ouazzane Tanger Tanger 00 Tanger;Chahid Benchaqour;;;;;09:00-17:00;;18/04/2022;5;;12:20;;;34.7953732;-5.567558;+212610314975;M2T, ES2192Tasshilat Akhannich;;34414 -B -7;1;;+212610314975;;;0;Hub n'est pas egale a M2T
RUEÿ BIR ANZARANE N 8 Qsar KBIR Ksar el kébir;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;14:37;M2T;098366;34.995173;-5.904276;+212618837377;ID KSAR EL KEBIR;BARID CASH;34414 -B -7;1;DM220497837;+212618837377;;;0;date de depart non conforme
00 GRAND BOULEVARD PROVINCE DE LARACHE Ksar el kébir;Chahid Benchaqour;;;;;09:00-17:00;;18/04/2022;5;;14:50;;;35.0035307;-5.915536899999999;+212690294700;TOP MACHINERY ( BRICONET ), BILAL EL KHARBACH;;34414 -B -7;1;;+212690294700;;;0;Hub n'est pas egale a M2T
Hay andalous G/B zen9a 10 N10 Ksar el kébir;Chahid Benchaqour;;;;;09:00-17:00;;18/04/2022;5;;14:55;;;35.0035307;-5.915536899999999;+212710308916;NUTRILIONZ, El mrabt Abdellatif;;34414 -B -7;1;;+212710308916;;;0;Hub n'est pas egale a M2T
HAY OLD HMID Gr J AV BRIK N 25 Ksar el kébir;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;15:09;M2T;701095;35.019583;-5.912234;+212656656075;HAY OLD HMID;CASH PLUS;34414 -B -7;1;DM220497837;+212656656075;;;0;date de depart non conforme
LOT CHAABANE 1 N 186 Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;16:16;M2T;701635;35.166048;-6.14639;+212612846144;CHAABANE;CASH PLUS;34414 -B -7;1;DM220497837;+212612846144;;;0;date de depart non conforme
Hay al wafae 00 Larache;Chahid Benchaqour;;;;;09:00-17:00;;18/04/2022;5;;16:23;;;35.1709567;-6.1472942;+212643968417;Moroccan Bazaar, Mariam kriach;;34414 -B -7;1;;+212643968417;;;0;Hub n'est pas egale a M2T
Sahat mekka 00 Larache;Chahid Benchaqour;;;;;09:00-17:00;;18/04/2022;5;;16:30;;;35.1744271;-6.1473964;+212676329678;Moroccan Bazaar, سهام بومهيدي;;34414 -B -7;1;;+212676329678;;;0;Hub n'est pas egale a M2T
hay el ouafae n 406 Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;16:35;M2T;701809;35.174926;-6.14844;+212667044361;HAY EL WAFAE;CASH PLUS;34414 -B -7;1;DM220497837;+212667044361;;;0;date de depart non conforme
Avenue des Forces Armées Royales, N°132 Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;16:44;M2T;701712;35.180525;-6.151032;+212659614897;Aljayche al malaki;CASH PLUS;34414 -B -7;1;DM220497837;+212659614897;;;0;date de depart non conforme
Avenue Abdelmoumen Ben Ali Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;16:58;M2T;701830;35.192563;-6.159968;+212767315839;JENANE BOUHSINA;CASH PLUS;34414 -B -7;1;DM220497837;+212767315839;;;0;date de depart non conforme
AVENUE QAID AHMED RIFFI ANGLE MORHIL ET QAID AHMED RIFFI (CENTREVILLE) Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;17:07;M2T;098351;35.19484;-6.154252;+212618837377;ID LARACHE;BARID CASH;34414 -B -7;1;DM220497837;+212618837377;;;0;date de depart non conforme
Z Mesallakedima N° 1 Bis Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;17:12;M2T;701292;35.195706;-6.152957;+212673513753;LARACHE HARAK TRANSFERT;CASH PLUS;34414 -B -7;1;DM220497837;+212673513753;;;0;date de depart non conforme
Av Allal Ben Abdellah N 46 Larache Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;17:21;M2T;002417;35.19104;-6.15174;+212661146962;Chaabi Cash Cash Larach;M2T;34414 -B -7;1;DM220497837;+212661146962;;;0;date de depart non conforme
10, Rue Omar Ibn Abdelaziz Larache;Chahid Benchaqour;;;;;10:00-19:00;;18/04/2022;5;;17:30;M2T;700141;35.185868;-6.146158;+212661961624;LARACHE Rue Omar Ibn Abdelaziz;CASH PLUS;34414 -B -7;1;DM220497837;+212661961624;;;0;date de depart non conforme
26 BIS RUE OKKBA IBNO NAFIA Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;701522;35.24096;-3.93159;+212661406193;OKBA IBNO NAFIA AL HOCIEMA;CASH PLUS;34593 B 7;1;DM220497837;+212661406193;;;0;date de depart non conforme
hoceima Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;10:07;M2T;701383;35.23615;-3.93191;+212539980472;ALHOCEIMAHASSAN2;CASH PLUS;34593 B 7;1;DM220497837;+212539980472;;;0;date de depart non conforme
Rue nø 13 Centre 32252 IMZOUREN Imzouren;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;11:07;M2T;083884;35.146771;-3.850459;+212700087021;BC IMZOUREN;BARID CASH;34593 B 7;1;DM220497837;+212700087021;;;0;date de depart non conforme
Cr Imrabten Imrabten Imzouren Imzouren;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;11:50;M2T;006071;35.07176;-3.96441;+212663769605;Chaabi Cash Imrabten Cash;M2T;34593 B 7;1;DM220497837;+212663769605;;;0;date de depart non conforme
42 Abou Firass Hamadani Al Hoceima Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;14:02;M2T;006217;35.24893;-3.94776;+212603895190;Tasshilat Amachraa;M2T;34593 B 7;1;DM220497837;+212603895190;;;0;date de depart non conforme
Bd Sidi Abed N? 97 Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;14:13;M2T;701348;35.24863;-3.93828;+212539840014;ALHOCEIMA;CASH PLUS;34593 B 7;1;DM220497837;+212539840014;;;0;date de depart non conforme
1 Rue Tarik Bno Ziad Residence Assaada Al Hoceima Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;14:20;M2T;003688;35.24808;-3.93414;+212661881820;Chaabi Cash El Azzaoui Car;M2T;34593 B 7;1;DM220497837;+212661881820;;;0;date de depart non conforme
RUE ABDELKARIM AL KHATTABI KISSARIAT ACHARKI NOKOU Al hoceima;Mouloud LAOUER;;;;;10:00-19:00;;18/04/2022;5;;14:28;M2T;701126;35.24505;-3.93254;+212667100258;BAZILIK;CASH PLUS;34593 B 7;1;DM220497837;+212667100258;;;0;date de depart non conforme
00 Parc Logistica - Bd Chefchaouni, ZI Ain Sebaa Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;09:12;;;33.6344682;-7.490549499999999;+212662161131;TOP MACHINERY ( BRICONET ), Briconet (casablanca);;11744-A-73;1;;+212662161131;;;0;Hub n'est pas egale a M2T
Km 17 Centre Ain Harrouda 28632 AIN HARROUDA Ain harrouda;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;083962;33.6367003;-7.4497136;+212700086994;BC CASA AIN HARROUDA;BARID CASH;11744-A-73;1;DM220497837;+212700086994;;;0;date de depart non conforme
00 Numéro 4 Lot ayoub ain harouda Mohemmadia Ain harrouda;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;10:05;;;33.6353103;-7.450382899999998;+212661841833;2WLS, KHOURIBACHE Jamal Eddine;;11744-A-73;1;;+212661841833;;;0;Hub n'est pas egale a M2T
125 chelalat labrahma Mohammédia;Brahim Ait Rais;;;;;10:00-13:00;;18/04/2022;5;;10:15;M2T;701710;33.6235;-7.4445;+212661733749;Challalate labrahma;CASH PLUS;11744-A-73;1;DM220497837;+212661733749;;;0;date de depart non conforme
18 Aya 1 bd Imam Malek Qods Bernoussi 20610 Casablanca Maroc Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;10:36;;;33.6156703;-7.4843924;+212661628518;IRIS.MA, Mohamed Hilate;;11744-A-73;1;;+212661628518;;;0;Hub n'est pas egale a M2T
74 Bd Imam Malik EL Qods Sidi Bernoussi Casablanca Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;10:41;;;33.6156703;-7.4843924;+212614202595;M2T, ES9722Chaabi Cash Boston Trade And Services;;11744-A-73;1;;+212614202595;;;0;Hub n'est pas egale a M2T
residence el yassamine gh 4 imm 6 al azhar bernoussi Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;10:50;;;33.6106736;-7.479842499999999;+212667932692;Moroccan Bazaar, Maryame abouelfadl;;11744-A-73;1;;+212667932692;;;0;Hub n'est pas egale a M2T
7 OP REDIDENCE AL HANA 1 ETG MG N 4 GH 1 TR 1 Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;10:57;M2T;700658;33.6084486;-7.4807413;+212602987407;DIAR AL HANA;CASH PLUS;11744-A-73;1;DM220497837;+212602987407;;;0;date de depart non conforme
Anassi 7 NR GH 4 Mag N 70 Bernoussi Casablanca Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;11:06;;;33.6090338;-7.4868283;+212661954535;M2T, ES9723Chaabi Cash Fidelitetransfert Cash;;11744-A-73;1;;+212661954535;;;0;Hub n'est pas egale a M2T
SALAM1 GR EXT 22 N 92 RDC BERNOUSSI Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;11:11;;;33.6090338;-7.4868283;+212702257474;AVITO, D s i technology;;11744-A-73;1;;+212702257474;;;0;Hub n'est pas egale a M2T
00 BERNOUSSI BC 1 NR 42 Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;11:16;;;33.6090338;-7.4868283;+212665221918;inwi, EL FAITAH HAFID;;11744-A-73;1;;+212665221918;;;0;Hub n'est pas egale a M2T
Imm 3 Magasin 19 AL Azhar TR 2 Casablanc 00 Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;11:22;;;33.6049426;-7.485475199999999;+212664237907;M2T, ES9666Chaabi Cash Osnova Coffee;;11744-A-73;1;;+212664237907;;;0;Hub n'est pas egale a M2T
Al Azhar Immeuble 1 Magasin N1 Casablanca Zoubir Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;11:29;M2T;024023;33.6025367;-7.4831917;+212700790587;Chaabi Cash M2t- Al Azhar Casablanca;M2T;11744-A-73;1;DM220497837;+212700790587;;;0;date de depart non conforme
12 AZHAR TRANCHE 1 IMM 4 N 12 BLOC 5 SIDI BERNOUSS Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;11:34;M2T;700149;33.6019705;-7.4833986;+212601161163;BERNOUSSI AZHAR;CASH PLUS;11744-A-73;1;DM220497837;+212601161163;;;0;date de depart non conforme
Boulevard Al Maghreb al azhar bernoussi 00 Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;11:43;;;33.5997576;-7.4888907;+212678509381;MAFITIS, Laila BENYOUCEF;;11744-A-73;1;;+212678509381;;;0;Hub n'est pas egale a M2T
Hay azhare ecole Kanza 00 Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;11:50;;;33.5985816;-7.4873019;+212671794411;Moroccan Bazaar, Leila Balaghrouse;;11744-A-73;1;;+212671794411;;;0;Hub n'est pas egale a M2T
Extentsion Mansour Rue 50 N17 Bis Sidi Bernoussi Casablanca Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;12:04;;;33.5853944;-7.4789892;+212661232967;M2T, ES9733Tasshilat Restart Buro;;11744-A-73;1;;+212661232967;;;0;Hub n'est pas egale a M2T
88 Tranche 88 Lot Essalam Ii Ahl Loughlam Sidi Moumen Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;12:11;M2T;009305;33.5835607;-7.479349;+212661515220;Tasshilat Nakhil Essalam;M2T;11744-A-73;1;DM220497837;+212661515220;;;0;date de depart non conforme
N? 30 Rue 20 H28 Anassi Ahl Loughlam Sidi Moumen Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;12:23;M2T;700414;33.5915413;-7.4916136;+212522730851;CASANASSIPR;CASH PLUS;11744-A-73;1;DM220497837;+212522730851;;;0;date de depart non conforme
Anassi C1 N° 20 Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;12:32;M2T;700300;33.5918474;-7.4990984;+212661729890;Bab Anassi 3;CASH PLUS;11744-A-73;1;DM220497837;+212661729890;;;0;date de depart non conforme
26 Bd Med El Bakkali 20630 casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;12:46;M2T;083846;33.5940886;-7.5181436;+212602359965;BC CASA JAWHARA;BARID CASH;11744-A-73;1;DM220497837;+212602359965;;;0;date de depart non conforme
Lot Annasr Et Yamna Sidi Moumen Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;12:55;M2T;000551;33.5875503;-7.5246247;+212679251831;Chaabi Cash M2t - Casablanca - Sidi Moumen;M2T;11744-A-73;1;DM220497837;+212679251831;;;0;date de depart non conforme
00 SIDI MOUMEN RUE 26 RES NOUHAILA IMMEUBLE N°7 4ème étage APPARTEMENT N°16 Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;13:03;;;33.5848033;-7.5193093;+212618514179;inwi, MOUTAOUASSIL ALI;;11744-A-73;1;;+212618514179;;;0;Hub n'est pas egale a M2T
N19 Bd Abdellah Ibrahimi Sidi Bernoussi Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;13:14;M2T;009144;33.5765919;-7.5186216;+212679444441;Chaabi Cash Ogman Services;M2T;11744-A-73;1;DM220497837;+212679444441;;;0;date de depart non conforme
Rue Y Groupe 4. Hay Moulay Rachid Hay My Rachid 20702 CASABLANCA Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;13:23;M2T;083925;33.5695274;-7.5234608;+212602407016;BC CASA HAY EL BARAKA;BARID CASH;11744-A-73;1;DM220497837;+212602407016;;;0;date de depart non conforme
zone industrielle rue 1 lot 94 Moulay rachid Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;13:31;M2T;700551;33.5647313;-7.5258643;+212661654943;ZONE INDUSTRIELLE MLY RCHID;CASH PLUS;11744-A-73;1;DM220497837;+212661654943;;;0;date de depart non conforme
Grpe D Habitation Al Manzah Av Abdelkader Sahraoui Arrondissement Mly Rachid Gh 11 Imm B Mag 4 Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;13:42;M2T;009401;33.5587978;-7.5337819;+212610084717;Chaabi Cash Al Manzah Trust;M2T;11744-A-73;1;DM220497837;+212610084717;;;0;date de depart non conforme
22 hay lala mrem Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;13:54;;;33.5563017;-7.5531599;+212606439872;Moroccan Bazaar, said fannina;;11744-A-73;1;;+212606439872;;;0;Hub n'est pas egale a M2T
00 HAY LALLA MERIEM , BLOC 96 N8 Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;13:59;;;33.5563017;-7.5531599;+212661448779;inwi, ELFARYATI MOHAMED;;11744-A-73;1;;+212661448779;;;0;Hub n'est pas egale a M2T
00 BLOC 50 NO 48 SIDI OTHMANE Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;14:08;;;33.5566486;-7.5590911;+212608183666;inwi, KARIM MHAMED;;11744-A-73;1;;+212608183666;;;0;Hub n'est pas egale a M2T
BOULEVARD NIL BLOC 22 Nø 47 SIDI OTHMANE CASABLANCA Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;14:17;M2T;097912;33.558339;-7.569093;+212699989852;RWN CASA BD NIL;BARID CASH;11744-A-73;1;DM220497837;+212699989852;;;0;date de depart non conforme
00 QUARTIER KUBA RUE SOUSSE RES RAYAN NUM 27 7 ETAGE Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;14:26;;;33.5651142;-7.564260199999999;+212664769600;inwi, EL BARQUI MALIKA;;11744-A-73;1;;+212664769600;;;0;Hub n'est pas egale a M2T
N°25, Mosquée My Rachid . Bournazel Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;14:34;M2T;700148;33.570792;-7.5568234;+212661932500;CASA BOURNAZEL;CASH PLUS;11744-A-73;1;DM220497837;+212661932500;;;0;date de depart non conforme
00 OULFA FARAH SALAM RESIDENCE YASSMIENE N20 IMB 85 ETAGE 4 Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;14:43;;;33.5767428;-7.552038399999999;+212665703087;inwi, LAHNINE MEHDI;;11744-A-73;1;;+212665703087;;;0;Hub n'est pas egale a M2T
123 bis bd lala soukainaSidi moumen Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;14:52;M2T;702141;33.5792033;-7.5436143;+212666812752;lala soukaina;CASH PLUS;11744-A-73;1;DM220497837;+212666812752;;;0;date de depart non conforme
ABIR GH 11 IMM 5 MAGASIN RDC N ° 26 SIDI MOUMEN Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;15:00;M2T;701488;33.5809211;-7.5363319;+212707043781;AABIR SIDI MOUMEN;CASH PLUS;11744-A-73;1;DM220497837;+212707043781;;;0;date de depart non conforme
00 GR 9 RUE 6 NR 9 ÉTAGE 1 SIDI MOUMEN Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;15:09;;;33.5851575;-7.5322226;+212701419700;inwi, OUASSIL TARIK;;11744-A-73;1;;+212701419700;;;0;Hub n'est pas egale a M2T
dyar alghofranne gh5 imm 9 n3 Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;15:16;;;33.5834953;-7.528432;+212669751591;HIKMASHOP, Hikmashop;;11744-A-73;1;;+212669751591;;;0;Hub n'est pas egale a M2T
Hay Walaa Tranche 9 Imm 3 Sect 2 Sidi Moumen Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;15:28;M2T;700386;33.573255;-7.530136;+212522714972;WALAA;CASH PLUS;11744-A-73;1;DM220497837;+212522714972;;;0;date de depart non conforme
Boulevard 1 Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;15:39;;;33.5642911;-7.5414328;+212625909606;MIR MOHAMED, Mohamed Loïc;;11744-A-73;1;;+212625909606;;;0;Hub n'est pas egale a M2T
4 Avenue CDT Driss El Harti Groupe II Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;15:46;M2T;700382;33.5644;-7.54626;+212522711302;DRISSELHARTI2;CASH PLUS;11744-A-73;1;DM220497837;+212522711302;;;0;date de depart non conforme
Bd Nassiba Bintou Kaab. Sidi Moumen 20402 CASABLANCA Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;15:53;M2T;083712;33.5614227;-7.5496835;+212700087043;BC CASA SIDI MOUMEN;BARID CASH;11744-A-73;1;DM220497837;+212700087043;;;0;date de depart non conforme
Nø 124 et 126 Rue 1 hay el falah 20043 CASABLANCA Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;15:58;M2T;083797;33.5614588;-7.5495711;+212700622407;BC CASA HAY EL FALAH;BARID CASH;11744-A-73;1;DM220497837;+212700622407;;;0;date de depart non conforme
Rue 5 N7 Hay Falah Casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;16:05;M2T;000026;33.5592702;-7.5500785;+212666240606;Tasshilat Rattab;M2T;11744-A-73;1;DM220497837;+212666240606;;;0;date de depart non conforme
00 hay mabrouka rue 16 n 55 sidi othmane Casablanca;Brahim Ait Rais;;;;;09:00-17:00;;18/04/2022;5;;16:13;;;33.549312;-7.5556465;+212661767764;inwi, BENZEHAF KHADIJA;;11744-A-73;1;;+212661767764;;;0;Hub n'est pas egale a M2T
BD Joulane Salmia 2 N° 5 Bis Salmia Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;16:22;M2T;702275;33.5387869;-7.5564702;+212661587472;Laferay Salmia 2;CASH PLUS;11744-A-73;1;DM220497837;+212661587472;;;0;date de depart non conforme
PROJET MANAZIL MEDIOUNA IMMEUBLE 14 TRANCHE 1 GH B Médiouna;Brahim Ait Rais;;;;;14:00-19:00;;18/04/2022;5;;16:57;M2T;701448;33.4576324;-7.5097943;+212669310977;JENANE MEDIOUNA;CASH PLUS;11744-A-73;1;DM220497837;+212669310977;;;0;date de depart non conforme
Lotissement Badr Lot 175 N5 Tit Mellil Tit mellil;Brahim Ait Rais;;;;;14:00-19:00;;18/04/2022;5;;17:30;M2T;009264;33.5467073;-7.487933;+212667478824;Tasshilat Sakhi;M2T;11744-A-73;1;DM220497837;+212667478824;;;0;date de depart non conforme
NÂ°227 Lot Amal Tit Melil Etg Rd Casablanca Tit mellil;Brahim Ait Rais;;;;;14:00-19:00;;18/04/2022;5;;17:39;M2T;000553;33.5507288;-7.4816654;+212631316194;Chaabi Cash M2t - Casablanca - Tit Mellil;M2T;11744-A-73;1;DM220497837;+212631316194;;;0;date de depart non conforme
salam 2 ahl loghlam 01 tranche b lot f.b.3 boulevard essalam anassi ,20124, casablanca Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;18:05;M2T;083751;33.590302;-7.493067;+21200618526;BC CASA AL ANDALOUS;BARID CASH;11744-A-73;1;DM220497837;+21200618526;;;0;date de depart non conforme
HAY MOUBARAKA GROUP 104 N 8 AL QODS SIDI BERNOUSSI Casablanca;Brahim Ait Rais;;;;;10:00-19:00;;18/04/2022;5;;18:23;M2T;701195;33.6163012;-7.4975626;+212661607819;CASALQODS2;CASH PLUS;11744-A-73;1;DM220497837;+212661607819;;;0;date de depart non conforme
Av Hassan II Centre Ville 93152 MARTIL Martil;Ismail Akhrif;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;083905;35.61654;-5.27759;+212602390578;BC MARTIL;BARID CASH;34590 - B - 7;1;DM220497837;+212602390578;;;0;date de depart non conforme
129 AV MOKAOUAMA MARTIL Martil;Ismail Akhrif;;;;;10:00-19:00;;18/04/2022;5;;10:06;M2T;700714;35.61686;-5.27645;+212600100043;MARTILBALADIA;CASH PLUS;34590 - B - 7;1;DM220497837;+212600100043;;;0;date de depart non conforme
AVENUE HASSAN 2 RUE SEBBTA HOTEL ANDALOUS LOCAL Fnideq;Ismail Akhrif;;;;;10:00-19:00;;18/04/2022;5;;11:13;M2T;701217;35.84336;-5.35389;+212661193130;RUE SEBTTA FNIDEQ;CASH PLUS;34590 - B - 7;1;DM220497837;+212661193130;;;0;date de depart non conforme
BD Mohamed V, N328 Fnideq Fnideq;Ismail Akhrif;;;;;10:00-19:00;;18/04/2022;5;;11:20;M2T;701366;35.85278;-5.35492;+212539677715;FNIDEQMED5;CASH PLUS;34590 - B - 7;1;DM220497837;+212539677715;;;0;date de depart non conforme
AVENUE HASSAN 2 RUE SEBBTA HOTEL ANDALOUS LOCAL Fnideq;Ismail Akhrif;;;;;09:00-17:00;;18/04/2022;5;;11:28;;;35.8493234;-5.3532728;+212661193130;Warak_CNSS, M2T_CASH PLUS_701217;;34590 - B - 7;1;;;;;0;Hub n'est pas egale a M2T
8, Lot Amira Avenue Mouahidine Fnideq Fnideq;Ismail Akhrif;;;;;09:00-17:00;;18/04/2022;5;;11:39;;;35.8428555;-5.361237399999999;+212661884165;2WLS, EDDIOUANI Brahim;;34590 - B - 7;1;;;;;0;Hub n'est pas egale a M2T
